id,publication_id,edition_id,title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,call_number,language,general_note,subject_keywords,url_original_object
9498,10909,9498,Թուրքական աղբյուրներ,Էվլիյա Չելեբի,ՀՍՍՀ ԳԱ արևելագիտության սեկտոր,Կազմ.՝ Ա. Խ. Սաֆրաստյան,Երևան,1967,1967,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,345 էջ,,AII/41021 ; AII/41022,hy ; ru ; en,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Պատմություն,https://arar.sci.am/dlibra/publication/10909/edition/9498
9430,10835,9430,"Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին",,ՀՍՍՌ ԳԱ արևելագիտության սեկտոր,Կազմ.՝ Ա. Խ. Սաֆրաստյան,Երևան,1961,1961,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,403 էջ,,AII/14286 ; AII/14287,hy ; ru ; en,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Թուրքիա Ազգագրություն,https://arar.sci.am/dlibra/publication/10835/edition/9430
9497,10908,9497,"Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին",,ՀՍՍՌ ԳԱ արևելագիտության սեկտոր,Կազմ.՝ Ա. Խ. Սաֆրաստյան,Երևան,1964,1964,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,337 էջ,,AII/35356 ; AII/35357 ; AII/35358,hy ; ru,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Թուրքիա Ազգագրություն Պատմություն,https://arar.sci.am/dlibra/publication/10908/edition/9497
266077,289787,266077,Թուրքական պատմագիտական ընկերության ստեղծումը և գործունեությունը (1923-1970-ական թթ.),"Սողոմանյան, Աշոտ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ռ. Սաֆրաստյան,Երևան,2005,2005,Գիրք,Երևան,Լուսաբաց հրատ․,pdf,65 էջ,,,hy,,Պատմություն Թուրքիա,https://arar.sci.am/dlibra/publication/289787/edition/266077
321724,349280,321724,Թուրքական վավերագրական նյութեր Օսմանյան կայսրության ոչ-մահմեդական ժողովուրդների մասին (1839-1915 թթ.),"Փափազյան, Ավետիս",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2002,2002,Գիրք,Երևան,Զանգակ հրատ.,pdf,248 էջ,,AII/87258,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Օսմանյան կայսրություն Աղբյուրագիտություն,https://arar.sci.am/dlibra/publication/349280/edition/321724
340852,370646,340852,Թուրքական վավերագրական նյութեր Օսմանյան կայսրության ոչ-մահմեդական ժողովուրդների մասին (1839-1915թթ.),"Փափազյան, Ավետիս",ՀՀ Գիտությունների ազգային ակադեմիա․ Արևելագիտության ինստիտուտ,,Երևան,2002,2002,Գիրք,Երևան,Զանգակ հրատ.,pdf,248 էջ,,AII/87257 ; AII/87258,hy,,Վավերագրեր Օսմանյան կայսրություն Քաղաքականություն Աղբյուրագիտություն,https://arar.sci.am/dlibra/publication/370646/edition/340852
321732,349287,321732,Թուրքական վավերագրերը Հայաստանի և հայերի մասին (16-19-րդ դարեր),"Փափազյան, Ավետիս",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,1999,1999,Գիրք,Երևան,Եգեա,pdf,284 էջ,,AII/85190,hy,,Հայոց պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349287/edition/321732
264975,288575,264975,"Թուրքիա, V",,ՀՍՍՀ ԳԱ արևելագիտության սեկտոր,Պատ. խմբ.՝ Ե. Ղ. Սարգսյան,"«Джихан-нюма» («Миропоказатель», «Косморама»)- первое всеобщее историко-географическое произведение, написанное на турецком языке Кятибом Челеби в 1648 г., и одна из первопечатных книг, изданных основателем первой турецкой типографии Ибрагимом Мютефериком в 1732 г.",1970,1970,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,449 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288575/edition/264975
265057,288674,265057,"Թուրքիա, X",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ե. Ղ. Սարգսյան,"Ценные сведения по истории Турции содержатся ж работах армянских средневековых авторов. Армянские историографы оствили многочисленные труды, содержащие ценнейший фактический материал по истории народов сопредельных стран, в том числе и Османской империи.",1979,1979,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,328 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288674/edition/265057
265197,288845,265197,"Թուրքիա, XII",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ե. Ղ. Սարգսյան,"Հայ Թուրքագիտությունը նոր թափ է ստանում Հայաստանում սովետական կարգերի հաղթանակից հետո. նախ՝ Երևանի նորաստեղծ պետական համալսարանում, այնուհետև՝ Հայաստանի գիտությունների ակադեմիայի պատմության ինստիտուտում, իսկ 1958թ. հետո ԳԱ Արևելագիտության սեկտորում:",1985,1985,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,276 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288845/edition/265197
321885,349439,321885,Թուրքիա. մշակութային ցեղասպանություն,"Հովհաննիսյան, Անուշ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2005,2005,Գիրք,Երևան,ՀՀ ԳԱԱ հրատ.,pdf,56 էջ,նկ․,AII/90961,hy ; ru ; en ; tr,,Մշակույթ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349439/edition/321885
321733,349288,321733,Թուրքիայի ալևիները. պատմության և քաղաքականության հարցեր,"Հարությունյան, Վարդան Աշոտի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ռուբեն Սաֆրաստյան,Երևան,2013,2013,Գիրք,Երևան,Հեղինակային հրատ.,pdf,216 էջ,,AII/100847,hy,,Պատմություն Թուրքիա Քաղաքականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349288/edition/321733
321849,349401,321849,Թուրքիայի Հանրապետության պատմություն. Բուհական դասագիրք,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ ; Երևանի Պետական համալսարան,Պատ. խմբ.՝ Ռուբեն Սաֆրաստյան,Երևան,2018,2018,Գիրք,Երևան,ՎՄՎ-Պրինտ,pdf,364 էջ,աղս․ ; քարտեզ,AII/104431 ; AII/104432,hy,,Պատմություն Թուրքիա ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349401/edition/321849
321892,349446,321892,Թուրքիայի Հանրապետության պատմություն. Բուհական դասագիրք,,Երևանի Պետական համալսարան ; ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ռուբեն Սաֆրաստյան,Երևան,2014,2014,Գիրք,Երևան,ԵՊՀ հրատ․,pdf,395 էջ,լուսանկ․ ; աղս․,AII/100017 ; AII/100018,hy,,Պատմություն Թուրքիա ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349446/edition/321892
321894,349448,321894,Թուրքիայի քաղաքական համակարգը 1920-1930-ական թթ.,"Բաղդասարյան, Սուրեն",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.՝ Ռ. Ա. Սաֆրաստյան,Երևան,2001,2001,Գիրք,Երևան,Զանգակ հրատ.,pdf,159 էջ,,AII/86786 ; AII/87692,hy,,Պատմություն Թուրքիա Քաղաքականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349448/edition/321894
322717,350342,322717,Թուրքիայի քաղաքականությունը Կենտրոնական Ասիայում (1991-2007 թթ.),"Մինասյան, Նելլի Արտաշեսի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2013,2013,Գիրք,Երևան,Լուսաբաց հրատ․,pdf,239 էջ,նկ․,AII/98848 ; AII/98849,hy,,Քաղաքականություն Թուրքիա ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/350342/edition/322717
340766,370645,340766,Թուրքիայի քաղաքականությունը Հայաստանի նկատմամբ արդարություն և զարգացում կուսակցության կառավարման տարիներին (2002-2012թթ.),"Սաֆրաստյան, Ռուբեն ; Հովհաննիսյան, Անուշ ; Մանուկյան, Տաթևիկ ; Տեր-Մաթևոսյան, Վահրամ",ՀՀ Գիտությունների ազգային ակադեմիա. Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ռուբեն Սաֆրաստյան,Երևան,2020,2020,Գիրք,Երևան,"""Զանգակ"" հրատ.",pdf,181 էջ,աղս․ ; քարտեզ,AII/105850 ; AII/105851,hy,,Արտաքին քաղաքականություն,https://arar.sci.am/dlibra/publication/370645/edition/340766
321901,349456,321901,Թուրքիայի քաղաքականությունը Հարավային Կովկասում 1991-2001 թթ.,"Արշակյան, Գրիգոր Միքայելի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ռ. Ա. Սաֆրաստյան,Երևան,2009,2009,Գիրք,Երևան,"""Գիտություն"" հրատ.",pdf,210 էջ,դիմանկ.,AII/95212 ; AII/96579,hy,,Պատմություն Թուրքիա Քաղաքականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349456/edition/321901
321890,349444,321890,Թուրքիան և նրա նվաճողական քաղաքականությունը Անդրկովկասում 1914-1918,"Սարգսյան, Երվանդ Ղազարի",,Խմբ.՝ Վ. Ա. Հարությունյան,Երևան,1964,1964,Գիրք,Երևան,"""Հայաստան"" հրատ.",pdf,537 էջ,,AII/36420 ; AII/36421,hy,,Պատմություն Արտաքին քաղաքականություն Թուրքիա ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349444/edition/321890
321910,349464,321910,Թուրք-իրանական հարաբերությունները (1900-1914 թթ.),"Բայբուրդյան, Վահան Առաքելի",ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,Պատ. Խմբ.՝ Ե. Ղ. Սարգսյան,Երևան,1974,1974,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,390 էջ,,AII/53985,hy,,Պատմություն Միջազգային հարաբերություններ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349464/edition/321910
321710,349265,321710,Թուրք-ֆրանսիական հարաբերությունները և Կիլիկիան 1919-1921 թթ.,"Սահակյան, Ռուբեն Գարեգինի",ՀՍՍՀ ԳԱ Արևելագիտության սեկտոր,,Երևան,1970,1970,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,326 էջ,,AII/54512,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հայոց պատմություն,https://arar.sci.am/dlibra/publication/349265/edition/321710
321627,349177,321627,Ժամանակագրություն. Հայկական հարցը և Մեծ եղեռնը ( 1876-2000 թթ.),"Փափազյան, Ավետիս",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2000,2000,Գիրք,Երևան,Զանգակ հրատ.,pdf,46 էջ,,AII/85996,hy,,Հայոց ցեղասպանություն Հայկական հարց ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349177/edition/321627
325924,353740,325924,Ժամանակակից պարսից գրականության պատմության ակնարկներ (1941-1978),"Մովսիսյան, Հրայր Հովհաննեսի ; Շեխոյան, Լ. Հ.",ՀԽՍՀ ԳԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Կ. Ա. Դանիելյան ; Տ. Ա. Կարապետյան,Երևան,1989,1989,Գիրք,Երևան,ՀԽՍՀ ԳԱ հրատ.,pdf,330 էջ,,AII/79876,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պարսկական գրականության պատմություն,https://arar.sci.am/dlibra/publication/353740/edition/325924
321618,349169,321618,Իսլամ,"Բայբուրդյան, Վահան",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ ; ՀՀ ԳԱԱ Պատմության ինստիտուտ,,Երևան,2016,2016,Գիրք,Երևան,,pdf,403 էջ,,AII/101393 ; AII/102838,hy,,Կրոն Իսլամ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349169/edition/321618
321119,348538,321119,"Իսլամական կոնֆերանս կազմակերպությունը. նպատակները, գործունեությունը, դիրքորոշումը ղարաբաղյան հակամարտության նկատմամբ","Փաշայան, Արաքս",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.՝ Ն. Հ. Հովհաննիսյան,Երևան,2003,2003,Գիրք,Երևան,Զանգակ հրատ.,pdf,248 էջ,,AII/88138 ; AII/88137,hy,,Պատմություն Արևելագիտություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/348538/edition/321119
263061,286479,263061,"Իրան, IV",,ՀՍՍՀ ԳԱ արևելագիտության սեկտոր,Պատ. խմբ.՝ Ն. Հ. Հովհաննիսյան,Երևան,1969,1969,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,229 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/286479/edition/263061
